topic,epoch,type,id,score
thought_politics,0,negative_to_negative,0,4
thought_politics,0,negative_to_negative,1,4
thought_politics,0,negative_to_negative,2,4
thought_politics,0,negative_to_negative,3,4
thought_politics,0,negative_to_negative,4,4
thought_politics,0,negative_to_negative,5,4
thought_politics,0,negative_to_negative,6,4
thought_politics,0,negative_to_negative,7,4
thought_politics,0,negative_to_negative,8,4
thought_politics,0,negative_to_negative,9,4
thought_politics,0,negative_to_negative,10,4
thought_politics,0,negative_to_negative,11,4
thought_politics,0,negative_to_negative,12,4
thought_politics,0,negative_to_negative,13,4
thought_politics,0,negative_to_negative,14,4
thought_politics,0,negative_to_negative,15,4
thought_politics,0,negative_to_negative,16,4
thought_politics,0,negative_to_negative,17,4
thought_politics,0,negative_to_negative,18,4
thought_politics,0,negative_to_negative,19,4
thought_politics,0,negative_to_negative,20,4
thought_politics,0,negative_to_negative,21,4
thought_politics,0,negative_to_negative,22,4
thought_politics,0,negative_to_negative,23,4
thought_politics,0,negative_to_negative,24,4
thought_politics,0,negative_to_negative,25,4
thought_politics,0,negative_to_negative,26,4
thought_politics,0,negative_to_negative,27,4
thought_politics,0,negative_to_negative,28,4
thought_politics,0,negative_to_negative,29,4
thought_politics,0,negative_to_negative,30,4
thought_politics,0,negative_to_negative,31,4
thought_politics,0,negative_to_negative,32,4
thought_politics,0,negative_to_negative,33,4
thought_politics,0,negative_to_negative,34,4
thought_politics,0,negative_to_negative,35,4
thought_politics,0,negative_to_negative,36,4
thought_politics,0,negative_to_negative,37,4
thought_politics,0,negative_to_negative,38,4
thought_politics,0,negative_to_negative,39,4
thought_politics,0,negative_to_negative,40,4
thought_politics,0,negative_to_negative,41,4
thought_politics,0,negative_to_negative,42,4
thought_politics,0,negative_to_negative,43,4
thought_politics,0,negative_to_negative,44,4
thought_politics,0,negative_to_negative,45,4
thought_politics,0,negative_to_negative,46,4
thought_politics,0,negative_to_negative,47,4
thought_politics,0,negative_to_negative,48,4
thought_politics,0,negative_to_negative,49,4
thought_politics,0,negative_to_negative,50,4
thought_politics,0,negative_to_negative,51,4
thought_politics,0,negative_to_negative,52,4
thought_politics,0,negative_to_negative,53,4
thought_politics,0,negative_to_negative,54,4
thought_politics,0,negative_to_negative,55,4
thought_politics,0,negative_to_negative,56,4
thought_politics,0,negative_to_negative,57,4
thought_politics,0,negative_to_negative,58,4
thought_politics,0,negative_to_negative,59,4
thought_politics,0,negative_to_negative,60,4
thought_politics,0,negative_to_negative,61,4
thought_politics,0,negative_to_negative,62,4
thought_politics,0,negative_to_negative,63,4
thought_politics,0,negative_to_negative,64,4
thought_politics,0,negative_to_negative,65,4
thought_politics,0,negative_to_negative,66,4
thought_politics,0,negative_to_negative,67,4
thought_politics,0,negative_to_negative,68,4
thought_politics,0,negative_to_negative,69,5
thought_politics,0,negative_to_negative,70,4
thought_politics,0,negative_to_negative,71,4
thought_politics,0,negative_to_negative,72,4
thought_politics,0,negative_to_negative,73,4
thought_politics,0,negative_to_negative,74,4
thought_politics,0,negative_to_negative,75,4
thought_politics,0,negative_to_negative,76,4
thought_politics,0,negative_to_negative,77,4
thought_politics,0,negative_to_negative,78,4
thought_politics,0,negative_to_negative,79,4
thought_politics,0,negative_to_negative,80,4
thought_politics,0,negative_to_negative,81,4
thought_politics,0,negative_to_negative,82,4
thought_politics,0,negative_to_negative,83,4
thought_politics,0,negative_to_negative,84,5
thought_politics,0,negative_to_negative,85,4
thought_politics,0,negative_to_negative,86,4
thought_politics,0,negative_to_negative,87,4
thought_politics,0,negative_to_negative,88,4
thought_politics,0,negative_to_negative,89,4
thought_politics,0,negative_to_negative,90,4
thought_politics,0,negative_to_negative,91,4
thought_politics,0,negative_to_negative,92,4
thought_politics,0,negative_to_negative,93,4
thought_politics,0,negative_to_negative,94,4
thought_politics,0,negative_to_negative,95,4
thought_politics,0,negative_to_negative,96,4
thought_politics,0,negative_to_negative,97,4
thought_politics,0,negative_to_negative,98,4
thought_politics,0,negative_to_negative,99,4
thought_politics,0,negative_to_negative,100,4
thought_politics,0,negative_to_negative,101,4
thought_politics,0,negative_to_negative,102,4
thought_politics,0,negative_to_negative,103,4
thought_politics,0,negative_to_negative,104,4
thought_politics,0,negative_to_negative,105,4
thought_politics,0,negative_to_negative,106,4
thought_politics,0,negative_to_negative,107,4
thought_politics,0,negative_to_negative,108,4
thought_politics,0,negative_to_negative,109,4
thought_politics,0,negative_to_negative,110,4
thought_politics,0,negative_to_negative,111,4
thought_politics,0,negative_to_negative,112,4
thought_politics,0,negative_to_negative,113,4
thought_politics,0,negative_to_negative,114,4
thought_politics,0,negative_to_negative,115,4
thought_politics,0,negative_to_negative,116,4
thought_politics,0,negative_to_negative,117,4
thought_politics,0,negative_to_negative,118,4
thought_politics,0,negative_to_negative,119,4
thought_politics,0,negative_to_negative,120,4
thought_politics,0,negative_to_negative,121,4
thought_politics,0,negative_to_negative,122,4
thought_politics,0,negative_to_negative,123,4
thought_politics,0,negative_to_negative,124,4
thought_politics,0,negative_to_negative,125,4
thought_politics,0,negative_to_negative,126,4
thought_politics,0,negative_to_negative,127,4
thought_politics,0,negative_to_negative,128,4
thought_politics,0,negative_to_negative,129,4
thought_politics,0,negative_to_negative,130,4
thought_politics,0,negative_to_negative,131,4
thought_politics,0,negative_to_negative,132,4
thought_politics,0,negative_to_negative,133,4
thought_politics,0,negative_to_negative,134,4
thought_politics,0,negative_to_negative,135,4
thought_politics,0,negative_to_negative,136,4
thought_politics,0,negative_to_negative,137,4
thought_politics,0,negative_to_negative,138,4
thought_politics,0,negative_to_negative,139,4
thought_politics,0,negative_to_negative,140,4
thought_politics,0,negative_to_negative,141,4
thought_politics,0,negative_to_negative,142,4
thought_politics,0,negative_to_negative,143,4
thought_politics,0,negative_to_negative,144,4
thought_politics,0,negative_to_negative,145,4
thought_politics,0,negative_to_negative,146,4
thought_politics,0,negative_to_negative,147,4
thought_politics,0,negative_to_negative,148,4
thought_politics,0,negative_to_negative,149,4
thought_politics,0,negative_to_negative,150,4
thought_politics,0,negative_to_negative,151,4
thought_politics,0,negative_to_negative,152,4
thought_politics,0,negative_to_negative,153,4
thought_politics,0,negative_to_negative,154,4
thought_politics,0,negative_to_negative,155,4
thought_politics,0,negative_to_negative,156,4
thought_politics,0,negative_to_negative,157,4
thought_politics,0,negative_to_negative,158,4
thought_politics,0,negative_to_negative,159,4
thought_politics,0,negative_to_negative,160,4
thought_politics,0,negative_to_negative,161,4
thought_politics,0,negative_to_negative,162,4
thought_politics,0,negative_to_negative,163,4
thought_politics,0,negative_to_negative,164,4
thought_politics,0,negative_to_negative,165,4
thought_politics,0,negative_to_negative,166,4
thought_politics,0,negative_to_negative,167,4
thought_politics,0,negative_to_negative,168,4
thought_politics,0,negative_to_negative,169,4
thought_politics,0,negative_to_negative,170,4
thought_politics,0,negative_to_negative,171,4
thought_politics,0,negative_to_negative,172,4
thought_politics,0,negative_to_negative,173,4
thought_politics,0,negative_to_negative,174,4
thought_politics,0,negative_to_negative,175,4
thought_politics,0,negative_to_negative,176,4
thought_politics,0,negative_to_negative,177,4
thought_politics,0,negative_to_negative,178,4
thought_politics,0,negative_to_negative,179,4
thought_politics,0,negative_to_negative,180,4
thought_politics,0,negative_to_negative,181,4
thought_politics,0,negative_to_negative,182,4
thought_politics,0,negative_to_negative,183,4
thought_politics,0,negative_to_negative,184,4
thought_politics,0,negative_to_negative,185,4
thought_politics,0,negative_to_negative,186,4
